,start,end,id,tag_type_id,tag_type_speech,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,path,text,base_polarity,main_emotion_class,tag_type,Drama
1086,140929,141021,CATMA_4C11FCEF-A580-4BED-ADA0-593EB4D4C050,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Lassen Sie mich. – Meine Tränen vor Ihnen zu verbergen, Verräter! Geht
                ab.

",negativ,Emotionen des Leids,Leid,Minna
1089,141081,141137,CATMA_E870487B-367C-45AB-B7C0-4E92BA3730A2,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ihre Tränen? Und ich sollte sie lassen? Will ihr nach.

",negativ,Emotionen des Leids,Mitleid,Minna
1090,141121,141136,CATMA_3312336F-2480-4173-B2C2-25789B0465BB,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.173+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Will ihr nach.
",negativ,Emotionen des Leids,Mitleid,Minna
1093,141280,141323,CATMA_9EF4D6D6-B4E6-4F88-AD92-D84221375386,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ihr Unglück? Sprach sie nicht von Unglück?
",negativ,Emotionen des Leids,Angst,Minna
1095,141405,141504,CATMA_4E25CFCF-4CE2-4FDA-93AB-F9DA4C134EA1,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Nachdem? was nachdem? Hier hinter steckt mehr. Was ist es, Franziska? Rede, sprich
              –
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1098,141622,142132,CATMA_AA689CF8-5F9A-4469-B68D-B59612DAB264,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Hören Sie nur kurz. – Es ist für Sie recht gut, Herr Major, daß Sie auf diese Art von
              ihr los gekommen sind. – Warum soll ich es Ihnen nicht sagen? Es kann doch länger kein
              Geheimnis bleiben. – Wir sind entflohen! – Der Graf von Bruchsall hat das Fräulein
              enterbt, weil sie keinen Mann von seiner Hand annehmen wollte. Alles verließ, alles
              verachtete sie hierauf. Was sollten wir tun? Wir entschlossen uns denjenigen
              aufzusuchen, dem wir –
",negativ,Emotionen der Angst,Verzweiflung,Minna
1099,142147,142207,CATMA_982503C5-DB14-462B-9186-9C9AE0D4DB36,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ich habe genug! – Komm, ich muß mich zu ihren Füßen werfen.
",positiv,Emotionen der Zuneigung,Verehrung,Minna
1101,142305,142437,CATMA_519A0AD3-0BA3-43F6-B5DC-21DEC47E469D,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Elende! für wen hältst du mich? – Nein, liebe Franziska, der Rat kam nicht aus deinem
              Herzen. Vergib meinem Unwillen!
",positiv,Emotionen der Zuneigung,Freundschaft,Minna
1104,142713,142971,CATMA_08733B47-1D6B-462F-A894-F0491B0B4031,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Aber, Franziska! – O, ich erwarte euch hier! – Nein, das ist dringender! – Wenn sie
              Ernst sieht, kann mir ihre Vergebung nicht entstehen. – Nun brauch ich dich, ehrlicher
              Werner! – Nein, Minna, ich bin kein Verräter! Eilends ab.

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1105,142958,142970,CATMA_BF8728F5-577B-441D-A370-7BC3A0049FA3,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.173+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Eilends ab.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1107,143127,143178,CATMA_2A5CA464-8247-4C00-AD79-B09C78C55B86,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.173+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ha, Werner! ich suche dich überall. Wo steckst du?
",positiv,Emotionen der Freude,Freude,Minna
1115,144164,144346,CATMA_D1BFB3AE-B879-477A-8E45-2750F9EEFAD7,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Was plauderst du? Was lässest du dir weis machen? Begreifst du denn nicht, daß, wenn
              es wahr wäre, ich es doch wohl am ersten wissen müßte? – Kurz, Werner, Geld! Geld!
",negativ,Emotionen der Ablehnung,Ärger,Minna
1116,144355,144485,CATMA_55ECD491-AB0A-4D51-973A-DD34D52C80B3,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Je nu, mit Freuden! hier ist was! – Das sind die hundert Louisdor, und das die
              hundert Dukaten. – Gibt ihm beides.

",positiv,Emotionen der Freude,Freude,Minna
1120,144977,145183,CATMA_CA366024-AE57-4ECD-8E38-E02E893BB971,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Nun ja, lieber Werner! – Siehst du, daß ich meine einzige Zuflucht zu dir nehme? –
              Ich muß dir auch alles vertrauen. Das Fräulein hier, – du hast sie gesehn, – ist
              unglücklich –
",negativ,Emotionen des Leids,Leid,Minna
1121,145192,145202,CATMA_3502F0A3-122E-47F6-8390-9E7E8395864D,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"O Jammer!
",negativ,Emotionen des Leids,Mitleid,Minna
1123,145259,145269,CATMA_93C5F927-8295-4D28-9894-11B2F58FC008,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"O Freude!
",positiv,Emotionen der Freude,Freude,Minna
1124,145284,145538,CATMA_77F6BD11-2A86-4FD6-A176-188888196670,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Und übermorgen, geh ich mit ihr fort. Ich darf fort; ich will fort. Lieber hier alles
              im Stiche gelassen! Wer weiß, wo mir sonst ein Glück aufgehoben ist. Wenn du willst,
              Werner, so komm mit. Wir wollen wieder Dienste nehmen.
",positiv,Emotionen der Freude,Freude,Minna
1125,145547,145599,CATMA_C46DCEBD-20D1-4B3D-B328-EB4CFCCFFB22,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Wahrhaftig? – Aber doch wos Krieg gibt, Herr Major?
",positiv,Emotionen der Freude,Freude,Minna
1127,145682,145879,CATMA_E01E79F5-423D-4F9E-9118-A5FAC63B372F,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"O Herzensmajor! – Übermorgen? Warum nicht lieber morgen? – Ich will schon alles
              zusammenbringen – In Persien, Herr Major, gibts einen trefflichen Krieg; was meinen
              Sie?
",positiv,Emotionen der Freude,Verehrung,Minna
1129,145948,145995,CATMA_F67B3D93-C42E-4BC1-8DBE-73FFDAF1CAC7,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Juchhe! es lebe der Prinz Heraklius! Geht ab.

",positiv,Emotionen der Freude,Freude,Minna
1131,146028,146463,CATMA_D90DBA10-D01B-4E3B-BFA2-B3D80E309B4B,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Wie ist mir? – Meine ganze Seele hat neue Triebfedern bekommen. Mein eignes Unglück
              schlug mich nieder; machte mich ärgerlich, kurzsichtig, schüchtern, lässig: ihr
              Unglück  hebt mich empor, ich sehe wieder frei um mich, und fühle mich
              willig und stark, alles für sie zu unternehmen – Was verweile ich? Will nach
                dem Zimmer des Fräuleins, aus dem ihm Franziska entgegen kömmt.

",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1132,146372,146462,CATMA_7403B6BB-860C-4ED6-A48E-D19936E26382,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.174+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Will nach
                dem Zimmer des Fräuleins, aus dem ihm Franziska entgegen kömmt.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1135,146639,146690,CATMA_DD5501B5-25DA-4417-97FC-C286065B6E7D,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Was ich will? – Was macht dein Fräulein? – Komm! –
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1137,146752,146782,CATMA_8F954C63-64A9-46D0-AA55-9CB2849F5CA8,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Und allein? ohne mich? wohin?
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1139,146842,146999,CATMA_4CE21D2D-1CA9-46F9-835E-9EEA70E44238,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Bist du nicht klug, Franziska? – Ich habe sie gereizt, und sie ward empfindlich: ich
              werde sie um Vergebung bitten, und sie wird mir vergeben.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1145,147372,147661,CATMA_A5978EAC-3018-4258-945D-5F69472686D3,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Sie drang mir ihn auf, mit einer Bitterkeit – Ich habe diese Bitterkeit schon
              vergessen. Ein volles Herz kann die Worte nicht wägen. – Aber sie wird sich auch
              keinen Augenblick weigern, den Ring wieder anzunehmen. – Und habe ich nicht noch
              ihren?
",positiv,Emotionen der Zuneigung,Liebe,Minna
1147,147794,147810,CATMA_97A7BA16-684D-4FD1-8AE8-1543D494F34D,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.174+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"etwas verlegen.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1148,147810,147909,CATMA_C13B69CE-F9ED-414A-91CA-49434E29A33C,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.174+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ich habe – ihn anzustecken vergessen. – Just – Just wird mir ihn gleich
              nachbringen.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1151,148106,148117,CATMA_EE622AD3-06FF-475F-B59D-A6E74B4D3212,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"bei Seite.
",negativ,Emotionen des Leids,Mitleid,Minna
1152,148117,148180,CATMA_E82C946F-D1B1-4A30-BF63-F0D57B0CC324,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Er will sich durchaus nicht aus seinem Irrtume bringen lassen.
",negativ,Emotionen des Leids,Mitleid,Minna
1160,148947,148963,CATMA_00B16407-DD4A-493D-9F80-3B3D901E65E9,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"ihr nachrufend.
",positiv,Emotionen der Freude,Freude,Minna
1161,148963,149592,CATMA_9AF21F82-C012-47C2-A7AA-022D9162FFE8,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Melde mich ihr! – Sprich für mich, Franziska! – Ich folge dir sogleich! – Was werde
              ich ihr sagen? – Wo das Herz reden darf, braucht es keiner Vorbereitung. – Das einzige
              möchte eine studierte Wendung bedürfen: ihre Zurückhaltung, ihre Bedenklichkeit, sich
              als unglücklich in meine Arme zu werfen; ihre Beflissenheit, mir ein Glück
              vorzuspiegeln, das sie durch mich verloren hat. Dieses Mißtrauen in meine Ehre, in
              ihren eigenen Wert, vor ihr selbst zu entschuldigen, vor ihr selbst – Vor mir ist es
              schon entschuldiget! – Ha! hier kömmt sie. –
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1167,149846,149876,CATMA_33AC5DBE-B09C-476E-96F1-E47F1120448A,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"mit einer affektierten Kälte.
",negativ,Emotionen der Ablehnung,Ärger,Minna
1168,149876,150209,CATMA_F2D5E816-5BE1-4462-82B7-BC66F498ED42,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Aus, Herr Major. – Ich errate, warum Sie sich nochmals her bemühet haben: mir auch
              meinen Ring wieder zurück zu geben. – Wohl, Herr Major; haben Sie nur die Güte, ihn
              der Franziska einzuhändigen. – Franziska, nimm dem Herrn Major den Ring ab! – Ich habe
              keine Zeit zu verlieren. Will fort.

",negativ,Emotionen der Ablehnung,Ärger,Minna
1169,150197,150208,CATMA_421FE896-FED3-4D2E-BCAE-686677D3F5E6,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Will fort.
",negativ,Emotionen der Ablehnung,Ärger,Minna
1171,150241,150350,CATMA_8F6F3377-CDAE-4101-AD4C-C6F4FF617CC0,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Mein Fräulein! – Ah, was habe ich erfahren, mein Fräulein! Ich war so vieler Liebe
              nicht wert.
",positiv,Emotionen der Zuneigung,Liebe,Minna
1174,150449,151211,CATMA_63C520D9-071F-475E-9F75-AA69432B713B,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Zürnen Sie nicht auf mich, mein Fräulein. Ich bin kein Verräter. Sie haben um mich,
              in den Augen der Welt, viel verloren, aber nicht in meinen. In meinen Augen haben Sie
              unendlich durch diesen Verlust gewonnen. Er war Ihnen noch zu neu; Sie fürchteten, er
              möchte einen allzunachteiligen Eindruck auf mich machen; Sie wollten mir ihn vors
              erste verbergen. Ich beschwere mich nicht über dieses Mißtrauen. Es entsprang aus dem
              Verlangen, mich zu erhalten. Dieses Verlangen ist mein Stolz! Sie fanden mich selbst
              unglücklich; und Sie wollten Unglück nicht mit Unglück häufen. Sie konnten nicht
              vermuten, wie sehr mich Ihr Unglück über das meinige hinaus setzen würde.
",negativ,Emotionen des Leids,Leid,Minna
1176,151406,151680,CATMA_9E92CF9F-A580-4152-B428-94A573A6F81D,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"In nichts gewilliget! – Vielmehr halte ich mich jetzt für gebundener, als jemals. –
              Sie sind die Meinige,  Minna, auf ewig die Meinige. Zieht den Ring
                heraus.
 Hier, empfangen Sie es zum zweitenmale, das Unterpfand meiner Treue
              –
",positiv,Emotionen der Zuneigung,Liebe,Minna
1177,151556,151595,CATMA_7C96B65B-49C0-4966-B0E8-DDC01D44D7C2,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Zieht den Ring
                heraus.
",positiv,Emotionen der Zuneigung,Liebe,Minna
1179,151753,151776,CATMA_4D7801D2-D422-4D52-8F77-8534BD808578,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Ja, liebste Minna, ja!
",positiv,Emotionen der Freude,Freude,Minna
1180,151791,151826,CATMA_43BB2623-5407-461F-81F4-CFF2E6C55842,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Was muten Sie mir zu? diesen Ring?
",negativ,Emotionen der Ablehnung,Ärger,Minna
1181,151841,152195,CATMA_2CA7B672-FE34-49CD-BE86-9517817576D7,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Diesen Ring nahmen Sie das erstemal aus meiner Hand, als unser beider Umstände
              einander gleich, und glücklich waren. Sie sind nicht mehr glücklich, aber wiederum
              einander gleich. Gleichheit ist immer das festeste Band der Liebe. – Erlauben Sie,
              liebste Minna! – Ergreift ihre Hand, um ihr den Ring anzustecken.

",positiv,Emotionen der Zuneigung,Liebe,Minna
1182,152145,152194,CATMA_03C95B4E-C616-4F6D-A7BF-6499F944881F,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Ergreift ihre Hand, um ihr den Ring anzustecken.
",positiv,Emotionen der Zuneigung,Liebe,Minna
1183,152210,152551,CATMA_65BA397B-FEAD-4366-AA1B-8AE3F1A6DCCA,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Wie? mit Gewalt, Herr Major? – Nein, da ist keine Gewalt in der Welt, die mich
              zwingen soll, diesen Ring wieder anzunehmen! – – Meinen Sie etwa, daß es mir an einem
              Ringe fehlt? – O, Sie sehen ja wohl, Auf ihren Ring zeigend.
 daß ich
              hier noch einen habe, der Ihrem nicht das geringste nachgibt? –
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1184,152440,152464,CATMA_F89A1997-E835-4BB0-BEC9-4B362450239C,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/p/stage,"Auf ihren Ring zeigend.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1186,152608,152653,CATMA_32839488-5BBD-4CD7-A705-8511E4283F94,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"indem er die Hand des Fräuleins fahren läßt.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1187,152653,152831,CATMA_6F6125DD-BBA6-4130-8346-2300B9A87777,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Was ist das? – Ich sehe das Fräulein von Barnhelm, aber ich höre es nicht. – Sie
              zieren sich, mein Fräulein. – Vergeben Sie, daß ich Ihnen dieses Wort nachbrauche.
",Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Minna
1188,152845,152867,CATMA_5D6854E6-A97C-4704-A517-F733DCF8FBF8,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"in ihrem wahren Tone.
",negativ,Emotionen des Leids,Leid,Minna
1189,152867,152911,CATMA_AF5E135B-02C0-4639-B71B-FF5B29B33799,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Hat Sie dieses Wort beleidiget, Herr Major?
",negativ,Emotionen des Leids,Leid,Minna
1190,152926,152948,CATMA_8246ED1D-2D29-4BED-9670-928E38D0AA21,CATMA_3355EE71-9BC4-4F72-9F29-2A983DE7B852,p,thomasSchmidt,2020-10-01T15:58:09.175+0200,-12106164.0,/TEI/text/body/div/div/sp/p,"Es hat mir weh getan.
",negativ,Emotionen des Leids,Leid,Minna
1191,152962,152971,CATMA_86AD6248-86A4-4EDB-BA07-C975AD5A6BBB,CATMA_9BAE14A1-B186-4E4E-A6CE-CE1FD733E426,stage,thomasSchmidt,2020-10-01T15:58:09.175+0200,-127397.0,/TEI/text/body/div/div/sp/stage,"gerührt.
",negativ,Emotionen des Leids,Mitleid,Minna
